essay_id,prompt,essay_text,task_directions,essay_set,score,trait_scores,trait_explanations,holistic_explanation
1066,"Censorship in the Libraries
""All of us can think of a book that we hope none of our children or any other children have taken
off the shelf. But if I have the right to remove that book from the shelf -- that work I abhor -- then
you also have exactly the same right and so does everyone else. And then we have no books
left on the shelf for any of us."" --Katherine Paterson, Author","@ORGANIZATION1, @CAPS1 there is alot of talking and arguing about computers. Some say they are helpful to society and others say not. As for myself I am one of those on the side of which is for computers. I think the do alot less harm than good. First of all the hand-eye cordination of the user is mostly improved over a period of time, which helps withe learning musical instruments. Also it gives a great learning ability to people, particularly student. If there were computers, for a student to do a report he/she would have to read through an encyclopedia, which takes a great amount more time than plainly looking it up on the internet. Finaly computers are great for communicating with far-away friends or family. The first subject on my agenda is the hand-eye cordination skills. These skills are the ability to work with your hand and eyes simultaniously. There is a number of impacts these skills can make. The most apparent is musical instruments. If you are trying to learn a new song to be played on guitar you must move your fingers to the notes coresponding with the screen. Another place where hand-eye cordination comes in handy is sports. One sport where hand eye cordination makes a huge impact is in football. If the ball is thrown then the wide recever must watch the ball with his eyes and make sure he puts his hands in the best position to catch the ball. I am also going to argue the vost world of learning that is provided by computers. Lets just say someone asks you who was the @NUM1 president of the @ORGANIZATION2 where would you go to find that answer? I don't know about you but I am definatley going to look it up on google (internet search engine). Also schools @CAPS1 can ask alot more of their students because they have all this information at there desposal. Lastly I would like to cover the communications abilitys that the computer puts out there. First of all let say you have a very close friend move out-of-state"" how are you going to keep in touch. You could try using phones but yet the long-distance fees have sky-rocketed over the past @NUM2 years. Did you know that if you talk long distance for @NUM3 mins a day that would be over @NUM4 a month. in todays ecconmy you need to save money not talk it all away. The internet charges no additional fees for chatting no matter how far away you are from each-other. So hopefully my letter will be able to surposs ""@CAPS2'bama's failed health care bill"" to at least make it somewhere in the paper. People need to know the facts about computers before they try to argue about them.""","Write a persuasive essay to a newspaper reflecting your views on censorship in libraries.
Do you believe that certain materials, such as books, music, movies, magazines, etc.,
should be removed from the shelves if they are found offensive? Support your position
with convincing arguments from your own experience, observations, and/or reading.",1,5,"{'Content': 6, 'Organization': 5, 'Word Choice': 5, 'Sentence Fluency': 5, 'Conventions': 5}","{'Content': '', 'Organization': '', 'Word Choice': '', 'Sentence Fluency': '', 'Conventions': ''}",
1571,"Censorship in the Libraries
""All of us can think of a book that we hope none of our children or any other children have taken
off the shelf. But if I have the right to remove that book from the shelf -- that work I abhor -- then
you also have exactly the same right and so does everyone else. And then we have no books
left on the shelf for any of us."" --Katherine Paterson, Author","In my own opinion I think that people should get less time on computers more time exercising, enjoying, nature, and interacting with family and friends. If people spend time on computers they will not get off and be stuck on computers then spending time like going to the park, or the mall. For my second opinion that people should not get off of computers because it they ever leave somewhere far they are not to be able to contact you. If you on the computer you could get a computer that say's a free labtop then you could take it far like: On a airplane to north carolina, or virginia, or wasington @ORGANIZATION1, or a party, or a road trip, or on a ferry boat to the long island sound. For my third opinion that I agree people should not be off of computer because they might plan a trip to a far away place or a new house, or planing a anerveriry, or a new spot for a hunny moon a gorgest place like ona peek hill or at a hotel with a bed shape like a heart. For my fourth paragraph that I agree that people should not be off of computers that the count a location than person house or a location where they might be for that particular spot where that person is. For the fifth paragraph that I agree that people should not be able to get off of computers. I tell you why planning a birthday party for there child, or going to someone house for a visit like to tennessee. Or going to @CAPS2 @CAPS3 to see a basketball team and @CAPS1.S a another team and they are call @CAPS2 @CAPS3 lakers us caverlars. My conclusion is that people should not to be able to get off of computer.","Write a persuasive essay to a newspaper reflecting your views on censorship in libraries.
Do you believe that certain materials, such as books, music, movies, magazines, etc.,
should be removed from the shelves if they are found offensive? Support your position
with convincing arguments from your own experience, observations, and/or reading.",1,4,"{'Content': 3, 'Organization': 3, 'Word Choice': 2, 'Sentence Fluency': 2, 'Conventions': 2}","{'Content': '', 'Organization': '', 'Word Choice': '', 'Sentence Fluency': '', 'Conventions': ''}",
1463,"Censorship in the Libraries
""All of us can think of a book that we hope none of our children or any other children have taken
off the shelf. But if I have the right to remove that book from the shelf -- that work I abhor -- then
you also have exactly the same right and so does everyone else. And then we have no books
left on the shelf for any of us."" --Katherine Paterson, Author","Dear Newspaper: I have just read your recsent article on a weather computers are helping, or recking society. I think it is helping because without the internet I can't learn how to do things such as clear a the proper way. This takes time to learn but out over internet I learned it quickly. If you do this the wrong way it could blow out of the bold and potentially you. There are many other uses is you just can't find your family is counting on you. You can do two things, you can panic and let everyone down, you can go or the internet and save. But all I have wasn't to the real. The computer does effect how people exercise I know what you are. but you have. Clear enough. The internet does effect how you exercise. It's pros how to better and more affective ways to healthy. There is also cons; some of the con sinclude hot. All of these can lead to different things like going or. it isn't, its only a bad thing when your. In conclusion just do the right things and you will be healthier than ever.","Write a persuasive essay to a newspaper reflecting your views on censorship in libraries.
Do you believe that certain materials, such as books, music, movies, magazines, etc.,
should be removed from the shelves if they are found offensive? Support your position
with convincing arguments from your own experience, observations, and/or reading.",1,4,"{'Content': 3, 'Organization': 3, 'Word Choice': 3, 'Sentence Fluency': 3, 'Conventions': 3}","{'Content': '', 'Organization': '', 'Word Choice': '', 'Sentence Fluency': '', 'Conventions': ''}",
31,"Censorship in the Libraries
""All of us can think of a book that we hope none of our children or any other children have taken
off the shelf. But if I have the right to remove that book from the shelf -- that work I abhor -- then
you also have exactly the same right and so does everyone else. And then we have no books
left on the shelf for any of us."" --Katherine Paterson, Author","I agree that computers deffinately are an advantage to our society. I think this because they help us communicate and video chat with family and friends online, used as a great tool with school work, or work purposes. Most of all for the enjoyment of children and now the fun computer games help them prepare for real life consequences,like how the game webkinz teaches kids to care for pets. ""@CAPS1 you have a @CAPS2?"" @CAPS3 @CAPS4, my @CAPS5. ""@CAPS6, please friend request me"", I replied. Later that night, I get home and check my @CAPS2, a new notification pops up and I am now friends with my @CAPS5 @CAPS4. My entire family is on @CAPS2 and I think it's so usefull for several reasons, like making plans and parties. I hate writing invitations, but now every year for my birthday party I just type them up, taking less than five minutes. Or, for an even simpler way of sending invatations you can even just type an email or @CAPS2 message. In fact, I just got invited to a party yesterday over @CAPS2. It's so easy, you just create an event and tag all of your friends in the note. Also, it's so easy to get @CAPS13's because you automatically get notified. Technology like this drastically makes life easier. For example, have you ever gotten something new and just can't wait to show your friends? Well, now you can, in the comfort of your own home. All you need is a webcam and you can instantly connect with one of your friends that have one too. ""@CAPS14, @PERSON1! I love what you've done to your room, the pink wallpaper is so cute!"" I said. ""@CAPS15 you! I love your hair today. It's so pretty,"" says @PERSON1. I love webcamming with my friends because you can see and hear them as if they were in the same exact you. As you can see, webcamming is so much easier than spending more time money, and my moms time and getting a ride over her house. Computers make life so much more convienent. Another example how this is so much easier is now computers help you with school work. Have you ever had to write a report? Well, now many times teachers especially enjoy them typed because many students have messy hand writing and most kids won't like writing it anyways. Like myself, I type faster than I write and that's why I agree @PERCENT1 that computers benefit society. Most importantly, computers can help you find a good job online and even help type a great resume for you. How impressive would that be? If I was applying for a professional position of a job, I know I'll type my resume. In conclusion, that's how computers are so helpful, beneficial, important and fun to our society.","Write a persuasive essay to a newspaper reflecting your views on censorship in libraries.
Do you believe that certain materials, such as books, music, movies, magazines, etc.,
should be removed from the shelves if they are found offensive? Support your position
with convincing arguments from your own experience, observations, and/or reading.",1,5,"{'Content': 3, 'Organization': 3, 'Word Choice': 3, 'Sentence Fluency': 4, 'Conventions': 3}","{'Content': '', 'Organization': '', 'Word Choice': '', 'Sentence Fluency': '', 'Conventions': ''}",
457,"Censorship in the Libraries
""All of us can think of a book that we hope none of our children or any other children have taken
off the shelf. But if I have the right to remove that book from the shelf -- that work I abhor -- then
you also have exactly the same right and so does everyone else. And then we have no books
left on the shelf for any of us."" --Katherine Paterson, Author","Welcome to the @DATE1. In this day in age, numerous advances in technology are being made everyday. The one advance that has stood out above the rest is the invention of the computer. For just one invention, the computer has many capabilities: @CAPS1 access for educational purposes, keeping people in touch, and opening people up to new aspects of life. The computer has helped mankind with various discoveries about our world. As far as many can see, this piece of technology has positive effects on people everywhere, everyday. The new trend in schools all around the globe is the addition of computers or a computer lab. The reason for this is that this technology takes learning to places it has never gone before. Whether a student has to write on essay about the presidency of @PERSON1 or obtain background information for a science experiment about paper towel also bency a computer can aid them in finding the information they need. Programs like @ORGANIZATION1 allow @CAPS1 to present their work in a new and efficient way. For children that don't ""school or adults that want a college education, computers let them learn what they need to from online schools. It is also important to @CAPS1 that they can keep in touch with friends after school hours. Computers are able to help them with this. How many times has it been said that communication is key to a healthy relationship? Computers, believe it or not, are on easy and way to maintain contact with far away people. Some friends and family keep in touch completely by computer. Because they don't live close enough to visit daily. If one is cautious and uses internet safety techniques they can make new friends with common interests through computers. This contact with new people is just one way that computer is croaden one's horizons. Computers are like keys; they open doors to new places and ideas. The use of this technology can old people in discovering so many new things they have never known before. Computers can help open people up to unique genres of music they have never listened to before. On the internet, there are many video tutorials that teach people different skills for free. In one's spare time, they could use a computer to research the people of @LOCATION1 or the pyramids of @LOCATION2. Any way a computer is used has the potential to have a positive effect on someone. In the @DATE1, computer are essential to evey day life. It is imperative that you decide whether you are for this remarkable pece of technology or against it. It is astounding what you could learn from just hopping on a computer. Especially keep in mind that computers are for more than just entertainment: they're for education as well. So what are you waiting for? Discover how great an impact computers can have on your life with just a click of the mouse.","Write a persuasive essay to a newspaper reflecting your views on censorship in libraries.
Do you believe that certain materials, such as books, music, movies, magazines, etc.,
should be removed from the shelves if they are found offensive? Support your position
with convincing arguments from your own experience, observations, and/or reading.",1,5,"{'Content': 5, 'Organization': 5, 'Word Choice': 6, 'Sentence Fluency': 6, 'Conventions': 6}","{'Content': '', 'Organization': '', 'Word Choice': '', 'Sentence Fluency': '', 'Conventions': ''}",
1261,"Censorship in the Libraries
""All of us can think of a book that we hope none of our children or any other children have taken
off the shelf. But if I have the right to remove that book from the shelf -- that work I abhor -- then
you also have exactly the same right and so does everyone else. And then we have no books
left on the shelf for any of us."" --Katherine Paterson, Author","Have you ever had someone move away and you wanted to keep in touch? Well having a computer allows this to happen. @CAPS4, it gives students the to learn different places. People and much more. But why do some people not hire them? First computers allow you to talk online with friends and family. For example using email, @CAPS1 and video chat for example I have a friend who moved away and now we email back and forth to keep in touch. @CAPS1 allows people to chat instintly and upload pictures and videos. For examples my @CAPS2 @CAPS3 pictures of my baby cousins so people can see how their growing up. Lastly, some buessnesses use a webcam to talk to other people. Say the boss on a the but to see how he employees were doing withness him he could hook up a web cam and have a conversation with them. That is how computers allow people to the @CAPS4, computers @CAPS4 people to learn about things, for example if a student rod to make a topic they could type the topic a website like bring or google and they could find all the answers they needed to help them with their project. @CAPS4 if a family wanted to go on to see they could search for it and find a hotell and sites they might want to see that is how computer allows people so that the reader can read their hand writing. @CAPS4 they help pay taxes. For example, turbo tax is an online program that allows people to pay taxes online and it remembers every tax you have paid. So if some company sends you a notice saying you havent payed a bill you can go on turbo tax and check. So reader these are some ways why people should enjoy computers. They allow people to talk to friends and family by email, @CAPS1, and @CAPS4 by webcam. They @CAPS4 give people the ability to learn information faraway places and people. Lastly what is so bad about having a computer? They allow people to pay taxes online and @CAPS4 type papers. Computers are needed in this day and age or else some people would not be able to survive without them. So reader these are some reasons why people should easily computers.","Write a persuasive essay to a newspaper reflecting your views on censorship in libraries.
Do you believe that certain materials, such as books, music, movies, magazines, etc.,
should be removed from the shelves if they are found offensive? Support your position
with convincing arguments from your own experience, observations, and/or reading.",1,5,"{'Content': 4, 'Organization': 5, 'Word Choice': 4, 'Sentence Fluency': 4, 'Conventions': 4}","{'Content': '', 'Organization': '', 'Word Choice': '', 'Sentence Fluency': '', 'Conventions': ''}",
101,"Censorship in the Libraries
""All of us can think of a book that we hope none of our children or any other children have taken
off the shelf. But if I have the right to remove that book from the shelf -- that work I abhor -- then
you also have exactly the same right and so does everyone else. And then we have no books
left on the shelf for any of us."" --Katherine Paterson, Author","Dear Local Newspaper, Have you ever gone somewhere, taken pictures, and posted them on the computer? If you have you will remember where you visited. But atleast you went to @ORGANIZATION1, or @LOCATION1 or somewhere. There are some people who are on the computer all day. Instead of experiencing nature and taken on @CAPS1 life brings to them, they are on facebook or youtube all day. This disgusts me because there are many fun, beautiful, and entertainings things to do. In @CAPS2 opinion I think computers have negative effects on people. People miss out on enjoying nature or interacting with friends and family. Some people do not get exercise anymore and it hurts to see obese people just sit ther and do nothing about there lives. First I'd like to talk about obesity. Did you know that @PERCENT1 of children are obese at young a young age? Computers take the place of exercising for a young boy or girl. They should go outside and play sports like basketball or soccer. Another thing is those game websites. Children get so caught up in a computer game, everything around them just disappears. All they worry about is winning the game. While playing this game they might eating doritos. Sooner or later five pounds is gained. Then they will regret not exercising and not be able to move. Later in life, when things are bad for them, they will realized on how many fantastic things they missed. Then they will say ""@CAPS1 did I do with @CAPS2 life?"" @CAPS2 next point shows that people are not enjoying nature. Have you ever taken a nice walk in the park? I know I have. Well people sit inside all day just taking a peek out the window, but don't think about going outside. Nature is beautiful, smells nice, even refreshing at times. But no. People sit on there butt all day. On the computer accomplishing absolutely nothing. Why can't they go outsite for a walk or a jog? People can see animals like squirrels climbing up a tree. How cute. But instead they play a virtual game where you shoot squirrels with a paint ball gun. So much is missed because of computers. As much as not enjoying nature upsets me, some people blow off their own family just to watch a re-run of family guy on youtube. @CAPS1 have we come to? Some children hit their parents because the parents shut the computer off. I'd rather enjoy a meal with @CAPS2 family and then just sit down, relax, and talk. Also some people don't get sleep becuse they are ""doing something important"" and miss a family trip or even school. In conclusion I believe that computers are bad because of obesity, missing nature, and not enjoying company of family & friends.","Write a persuasive essay to a newspaper reflecting your views on censorship in libraries.
Do you believe that certain materials, such as books, music, movies, magazines, etc.,
should be removed from the shelves if they are found offensive? Support your position
with convincing arguments from your own experience, observations, and/or reading.",1,5,"{'Content': 5, 'Organization': 4, 'Word Choice': 4, 'Sentence Fluency': 4, 'Conventions': 4}","{'Content': '', 'Organization': '', 'Word Choice': '', 'Sentence Fluency': '', 'Conventions': ''}",
915,"Censorship in the Libraries
""All of us can think of a book that we hope none of our children or any other children have taken
off the shelf. But if I have the right to remove that book from the shelf -- that work I abhor -- then
you also have exactly the same right and so does everyone else. And then we have no books
left on the shelf for any of us."" --Katherine Paterson, Author","Do computers really benifit society? This has been a tricky question for years. Some people say computers are a huge help and it allows us to see the world through a different perspective; we learn more from computers and this vast increase in tecknology. Though others say computers are addicting, it is the @CAPS2 unsafe and unsecure machine to be using especially when it is left a lot of personal files on it while hooked up to the internet. Plus people spend more time on a computer than ever, missing out on thier families and friends, not being able to enjoy nature and the other simple things in life. Besides, if you want my honest opinion, computers should only be used as tools. ""The fact is many people look to computers as personal diaries or something to save files on or even something to play games on,"" says @PERSON2. ""They ignore the biggest fact that computers are only used to make life easier."" This is really what computers are made to do, help us. It could be as simple as a @CAPS1 (@ORGANIZATION1) or as complexed as a super computer but it still only serves the main purpose of making life easier. Even if you tried to upgrade a computer it would still serve the same purpose, yet people still look on it as if it were still the next big thing in entertainment. Many people might not even know it yet but computer can turn on you and really ruin your life. Ever since @PERSON1 made @ORGANIZATION2 the @CAPS2 popular disk @ORGANIZATION1 @ORGANIZATION1 around, people have been using computers alot. Its not because he created the fastest computer ever. It is because @ORGANIZATION2 is selling world wide; for buisnesses, small companies, schools, even in entertainment. A few years ago they made something called the xbox @NUM1. It revolutionized both gaming and the way people look at gaming. But whats the problem here? The problem is that because of @ORGANIZATION2 people are now more addicted to entertainment. When this happens people will start becoming dependent on a computer. Its not that @ORGANIZATION2 did anything bad but the fact that since @CAPS2 computers have internet, those people who depend on computers are going to find it hard to avoid being hacked or worse getting all their information stolen. There is this one thing about computers that remains constant. Family and friends will find it hard to talk to there loved one when they spend all there time on computers. This makes comunication hard, and like I said before its very addicting. ""@CAPS2 of the people who don't have real friends will chat with people online not knowing who they really are."" says @CAPS3 @PERSON3. Making friends online is the @CAPS2 unsafe thing to do on a computer. Over @PERCENT1 of the people online are not who they say they are and people will often break away from thier real friends just to find this new ""friend"" they've made. So remember, even though computers are","Write a persuasive essay to a newspaper reflecting your views on censorship in libraries.
Do you believe that certain materials, such as books, music, movies, magazines, etc.,
should be removed from the shelves if they are found offensive? Support your position
with convincing arguments from your own experience, observations, and/or reading.",1,5,"{'Content': 5, 'Organization': 4, 'Word Choice': 5, 'Sentence Fluency': 4, 'Conventions': 4}","{'Content': '', 'Organization': '', 'Word Choice': '', 'Sentence Fluency': '', 'Conventions': ''}",
1392,"Censorship in the Libraries
""All of us can think of a book that we hope none of our children or any other children have taken
off the shelf. But if I have the right to remove that book from the shelf -- that work I abhor -- then
you also have exactly the same right and so does everyone else. And then we have no books
left on the shelf for any of us."" --Katherine Paterson, Author","I think that computers have a good effect on people. When people are on the computer they are not on for very long. I also think computers have a good effect on people because of the new technology. Computers are positive and they can help you when you are stuck or need to look something up. To me computers are positive. When people go on the computer ther are not on for @NUM1 hours straight. Sure they might be on @NUM1 hours in a day but they do other stuff in between like school, meals and activities. Some people need computers for their @CAPS1. News @CAPS2 companies need computers for editing and printing out the papaer. They also put the news on there website. What would most people do without a computer? Computers are positive because of the new technology! The new technology is helping people interact over the. if you have a long distance friend or family member, there are how many ways to talk to them. You could use @CAPS3, skype, oovoo, @CAPS4 or even email. When I go on the computer I dont just sit and watch @CAPS5 @CAPS6 or @CAPS7 online. I interact with my friends @PERCENT1 of us population between the ages @NUM3 have a @CAPS3. @PERCENT2 have skype or oovoo and talk to people that are too far away to visit. Computers are positive because they can help you with school that you don't know just go on the internet and look it up if you need to translate @CAPS8 to @CAPS9 just go on the computer and translate it. @PERCENT3 of people learned a dictionary there own using the internet. If there is a word you want to know and isn't i the dictionary look it up and it will be online. Computers have a positive effect on people. Nobody spends so much time on the computer that they can't go outside or hang out with there friends. People actually need the computer for their @CAPS1 the new technology that is coming out is letting people interact with people across the world. They are positve to have for school work, definitions and even translation. Computers are not negative and they dont take away what you should do in life.","Write a persuasive essay to a newspaper reflecting your views on censorship in libraries.
Do you believe that certain materials, such as books, music, movies, magazines, etc.,
should be removed from the shelves if they are found offensive? Support your position
with convincing arguments from your own experience, observations, and/or reading.",1,3,"{'Content': 3, 'Organization': 3, 'Word Choice': 4, 'Sentence Fluency': 4, 'Conventions': 4}","{'Content': '', 'Organization': '', 'Word Choice': '', 'Sentence Fluency': '', 'Conventions': ''}",
1646,"Censorship in the Libraries
""All of us can think of a book that we hope none of our children or any other children have taken
off the shelf. But if I have the right to remove that book from the shelf -- that work I abhor -- then
you also have exactly the same right and so does everyone else. And then we have no books
left on the shelf for any of us."" --Katherine Paterson, Author","Computers have alot of impact on peoples life! Computers can be helpful and distracting at the same time. I have a computer, but I can only go on if after I finish my homework. I do alot of things on my computer mostly games and social websites like myspce. Computers can be helpful by helping you with homework or find information. I use my computer for homework alot like for project or if i dont know what the subject is about. I also think the computers are helpful by talking to friends or family. I talk to my family alot and they live all the way in @LOCATION1. I go on myspace like five times a week. Computers can also be a distration by making people lazy and have bad websites. Like myspace can be dangerous. If you tell someone all your important information and you don't know them. That can turn out very bad. Alot of people dont even get off the computer. I have alot of family members that only get up to go on the computer or play video games. They don't get off too. There on like for eight hours. My mom also uses the computer to go on @CAPS1. She talks to alot of her friends that she left in @LOCATION1. She still talks to the people in high school, but she mostly talks to her older sister. She's not on the computer for @NUM1. She's on like for @NUM2 minutes to an hour. I think computers can help in life, but not to be on for like eight hours. You'll see what you will turn if you do that every. My cousins are getting bigger and bigger. I don't mean height. So if you do go on the computer not for almost half the day! ","Write a persuasive essay to a newspaper reflecting your views on censorship in libraries.
Do you believe that certain materials, such as books, music, movies, magazines, etc.,
should be removed from the shelves if they are found offensive? Support your position
with convincing arguments from your own experience, observations, and/or reading.",1,4,"{'Content': 3, 'Organization': 3, 'Word Choice': 4, 'Sentence Fluency': 4, 'Conventions': 4}","{'Content': '', 'Organization': '', 'Word Choice': '', 'Sentence Fluency': '', 'Conventions': ''}",
1517,"Censorship in the Libraries
""All of us can think of a book that we hope none of our children or any other children have taken
off the shelf. But if I have the right to remove that book from the shelf -- that work I abhor -- then
you also have exactly the same right and so does everyone else. And then we have no books
left on the shelf for any of us."" --Katherine Paterson, Author","Dear @CAPS1 @CAPS2, @CAPS3 a computer is a benefit. They help us in so many ways. It is very helpful, it could make someone's life easier to handle. You could keep in touch with old friends or family. It would be easier for work, and when you're bored, you could play some fun games. It's very hard to have family you can't see and keep in touch with! With a computer you could send messages and photo's to interact with them. You wouldn't have to worry about ever losing communication with them. You could also meet new people. Get new friends from anywhere in the world! Have friends from all different race and culture. Computer's are a great way to interact with others, whether its family or friends. It's always had to do work when you have no clue what it's about! if your ever @CAPS3 trouble on something you could always look up information about it. You could learn how to do things or learn more information about a certain item. When you have homework and don't know the meaning of a word, you could always look up the definition of it. They also hold your information. For example, instead of @CAPS3 a ton of papers you could simple just save it in your computer. Then you could print it out whenever you need it. Computers make work easier and help you organise better. Computer's also amuse you as well. When you have nothing to do, you could play alot of fun game's. You could also watch music video's or funny videos to get you laughing. They have practicly anything you want to play. You would hardly ever get bored! As you see, computer's are a benefit to people. It's always helpful when you could keep in touch with anyone, have help with your work, or simply keep yourself entertained. Without computers life would be harder and boring!","Write a persuasive essay to a newspaper reflecting your views on censorship in libraries.
Do you believe that certain materials, such as books, music, movies, magazines, etc.,
should be removed from the shelves if they are found offensive? Support your position
with convincing arguments from your own experience, observations, and/or reading.",1,4,"{'Content': 4, 'Organization': 4, 'Word Choice': 4, 'Sentence Fluency': 4, 'Conventions': 4}","{'Content': '', 'Organization': '', 'Word Choice': '', 'Sentence Fluency': '', 'Conventions': ''}",
1250,"Censorship in the Libraries
""All of us can think of a book that we hope none of our children or any other children have taken
off the shelf. But if I have the right to remove that book from the shelf -- that work I abhor -- then
you also have exactly the same right and so does everyone else. And then we have no books
left on the shelf for any of us."" --Katherine Paterson, Author","Dear The @CAPS1 newspaper, @CAPS2 in front of a @CAPS3 @CAPS1 after @CAPS1. Oh, how much you want to just relax in the natural free air, but with all the advances in technology you feel it's your job to always be updated. I believe that advances in technology have had a negative affect on people. People aren't exercising interacting with family and friends in person, or having the ability to enjoy nature. Exercising means getting your hear to pound, your body to sweat and me because of endorprimes that ultimately make you feel better. @CAPS2 in front of a @CAPS3 all @CAPS1 does not support you with the natural urge to exercise. People who support advances in technology say, ""@CAPS3 are able to teach you hand-eye coordination."" @CAPS4, coordination is important but your body as a whole should also be put with account as well @PERSON1, voted # @NUM1 cardiologist in world says, ""more and more people are suffering from heart disease & attacks every year!"" be goes on to say, ""many links have been theorized to this on going problem, But none seem to up as well as my theory. I believe peoples lives have been overcome by technology. More and more cases have samt to the people being addicted to their computers. Its unbelieveable but, @CAPS5 individuals have a @PERCENT2 higher chance of developing heart disease!! There are many healthier things you can absorp yourself in. Like tennis for example In tennis you have to develop hand-eye coordination in order to hit the ball. Correctly. Tennis also increase your heart rate & burn fat cells, to help you lose weight. Statistics show that @NUM2 out of @NUM3 people say tennis have actually made them more confident. This is because when people are able to have the determination to lose weight and head healthier , they feel they can can over the world. Isn't this the attitude everyone needs? Nature is all over and helps us are even if @CAPS4 don't notice. Like trees, they take in @NUM4) and release oxygen. Oxygen is key to life. Trees also are home to many living organisms. Like the saumel woodpecker or even owl. They all rely on trees to survive. But, if you are on the @CAPS3 @NUM5' hours a @CAPS1 @DATE1 you @MONTH1 not realize the nature and . Nature is a beautiful thing that over @PERCENT3 of peoploe say they enjoy relaxing outside, listening to birds singing morningsongs or a dear minding their own business feeding with their young watching. But, advances in technology also ruin this time belance of nature. Technology needs a power source, google, for example states to the press that,"" our business surely enjoys nature but needs to also run their corporation"". They go on to say.""we get our energy from oil and coal"" @CAPS5 according, to scientists like boy say that , oil primary source for big corporations. It is for but they don't keep in mind the fact over a million each year because . And ! that deplleats me protection we get from our ozone layer. Speeding the development of climate change. ""without advances in technology we @MONTH1 have a better and safer earth generations to come. Oh sure, says sue sarcastically. But since you texting her you don't know what and ask out her . If not for advances in technology people could make me right decisions. @PERCENT4 of texters say they have miss interpreted others texts. this means bad decisions all accross the world. @PERCENT1 also say have particifated in same of sexting like ther sending peictures a language. Underage children are participating in illegal activity because of advances in technology chief crimes head of the police department in @ORGANIZATION1 says that ever since the invention of the cell phone with the ability to send pictures & text he has need @NUM6 more cases on child pornography. @PERCENT5 of @CAPS5 people are under the age of without me advances of technology for cellphones this wouldn't even be possible for minors. Advances in cellular device has also kept families farmer & farmer apart. @PERCENT6 of parents sya that their children have had me some appreciation & lease that they had before they recieved cell phones. And @PERCENT1 of kids wine have cell phones say they don't think they need their family interaction anymore. Do you believe this is the message to be school to future generations? I thank you for reading this article and I hope you are now experiencing the other side of the debate children need to interact with their families more, enjoy nature and start exercising. This is impossible to do with the advances of technologe.","Write a persuasive essay to a newspaper reflecting your views on censorship in libraries.
Do you believe that certain materials, such as books, music, movies, magazines, etc.,
should be removed from the shelves if they are found offensive? Support your position
with convincing arguments from your own experience, observations, and/or reading.",1,6,"{'Content': 5, 'Organization': 5, 'Word Choice': 5, 'Sentence Fluency': 5, 'Conventions': 5}","{'Content': '', 'Organization': '', 'Word Choice': '', 'Sentence Fluency': '', 'Conventions': ''}",
633,"Censorship in the Libraries
""All of us can think of a book that we hope none of our children or any other children have taken
off the shelf. But if I have the right to remove that book from the shelf -- that work I abhor -- then
you also have exactly the same right and so does everyone else. And then we have no books
left on the shelf for any of us."" --Katherine Paterson, Author","Dear local newspaper, Computers have a good effect on people in our comunnite, from computers you can learn, talk to people from out of state or even out of the county, also you can learn hand eye cornation. Computer can help you earn in many ways one way you could learn from computers is students can go online and got information for their school projects by finding this information it can help the students get better grades. Also the students can use the computer as a way to study. There are educational games on the computer that kids play and without knowing this they are learning and studying for school. Another way you could too a is from online classes. This could help people also because do not have enough many to pay to go to classes. As you can see there are many ways to learn from having computer. The computer can also help you talk to people from out of the state or country. This could help famlies stay connected when they live so far away from you. My cousin @PERSON4 and my aunt @CAPS1 math live in @LOCATION1 and i hadn't met then until the @DATE1, when they came down. @CAPS3 that i have met them i am able to stay them through the computer. Dr. @PERSON2 says, ""@CAPS2 close with familys and friends not only important for you you health."" by haveng computers we could talk to our relative and help our health. When you get out of college people let go of some good friends because they could live in different state,. the computers can help you stay connected with them. Lastly, computers can help you with you hand eye coodination, when your hand eye cornation because you are trying to type a word. and by hitting the key you want you are learning this. I have sam kids with special needs useing the computer is help them learn hand eye cornation. there is a girl in my school named @PERSON3 and the help her by leting her play games on the computer when in my class ive had to help her with picking things up, @CAPS3 to eat and walk with her hands alone. Her helper teacher. Ms @PERSON1 says the computer game has helped her. The effect that compuers have on society is good.","Write a persuasive essay to a newspaper reflecting your views on censorship in libraries.
Do you believe that certain materials, such as books, music, movies, magazines, etc.,
should be removed from the shelves if they are found offensive? Support your position
with convincing arguments from your own experience, observations, and/or reading.",1,4,"{'Content': 4, 'Organization': 3, 'Word Choice': 3, 'Sentence Fluency': 3, 'Conventions': 3}","{'Content': '', 'Organization': '', 'Word Choice': '', 'Sentence Fluency': '', 'Conventions': ''}",
